pokedex_number,name,status,species,height,weight,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,generation,type_number,type_1,type_2,egg_type_number,egg_type_1,egg_type_2
539,Sawk,Normal,Karate Pokémon,1.4,51.0,3,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85,45.0,70.0,163.0,Medium Fast,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,5,1,Fighting,,1,Human-Like,
540,Sewaddle,Normal,Sewing Pokémon,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42,255.0,70.0,62.0,Medium Slow,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5,2,Bug,Grass,1,Bug,
541,Swadloon,Normal,Leaf-Wrapped Pokémon,0.51,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42,120.0,70.0,133.0,Medium Slow,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5,2,Bug,Grass,1,Bug,
542,Leavanny,Normal,Nurturing Pokémon,1.19,20.5,3,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92,45.0,70.0,225.0,Medium Slow,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5,2,Bug,Grass,1,Bug,
543,Venipede,Normal,Centipede Pokémon,0.41,5.3,3,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57,255.0,70.0,52.0,Medium Slow,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,5,2,Bug,Poison,1,Bug,
544,Whirlipede,Normal,Curlipede Pokémon,1.19,58.5,3,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47,120.0,70.0,126.0,Medium Slow,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,5,2,Bug,Poison,1,Bug,
545,Scolipede,Normal,Megapede Pokémon,2.49,200.5,3,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112,45.0,70.0,218.0,Medium Slow,50.0,20.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,5,2,Bug,Poison,1,Bug,
546,Cottonee,Normal,Cotton Puff Pokémon,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66,190.0,70.0,56.0,Medium Fast,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,5,2,Grass,Fairy,2,Fairy,Grass
547,Whimsicott,Normal,Windveiled Pokémon,0.71,6.6,3,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116,75.0,70.0,168.0,Medium Fast,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,5,2,Grass,Fairy,2,Fairy,Grass
548,Petilil,Normal,Bulb Pokémon,0.51,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30,190.0,70.0,56.0,Medium Fast,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,Grass,,1,Grass,
549,Lilligant,Normal,Flowering Pokémon,1.09,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90,75.0,70.0,168.0,Medium Fast,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,Grass,,1,Grass,
550,Basculin Red-Striped Form,Normal,Hostile Pokémon,0.99,18.0,3,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25.0,70.0,161.0,Medium Fast,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,1,Water,,1,Water 2,
550,Basculin Blue-Striped Form,Normal,Hostile Pokémon,0.99,18.0,3,Rock Head,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25.0,70.0,161.0,Medium Fast,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,1,Water,,1,Water 2,
551,Sandile,Normal,Desert Croc Pokémon,0.71,15.2,3,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65,180.0,70.0,58.0,Medium Slow,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,5,2,Ground,Dark,1,Field,
552,Krokorok,Normal,Desert Croc Pokémon,0.99,33.4,3,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74,90.0,70.0,123.0,Medium Slow,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,5,2,Ground,Dark,1,Field,
553,Krookodile,Normal,Intimidation Pokémon,1.5,96.3,3,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92,45.0,70.0,234.0,Medium Slow,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,5,2,Ground,Dark,1,Field,
554,Darumaka,Normal,Zen Charm Pokémon,0.61,37.5,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,120.0,70.0,63.0,Medium Slow,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,5,1,Fire,,1,Field,
554,Galarian Darumaka,Normal,Zen Charm Pokémon,0.71,40.0,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,,,,Medium Slow,,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5,1,Ice,,1,Field,
555,Darmanitan Standard Mode,Normal,Blazing Pokémon,1.3,92.9,2,Sheer Force,,Zen Mode,480,105,140,55,30,55,95,60.0,70.0,168.0,Medium Slow,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,5,1,Fire,,1,Field,
555,Darmanitan Zen Mode,Normal,Blazing Pokémon,1.3,92.9,2,Sheer Force,,Zen Mode,540,105,30,105,140,105,55,60.0,70.0,189.0,Medium Slow,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,5,2,Fire,Psychic,1,Field,
555,Galarian Darmanitan Standard Mode,Normal,Zen Charm Pokémon,1.7,120.0,2,Gorilla Tactics,,Zen Mode,480,105,140,55,30,55,95,,,,Medium Slow,,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5,1,Ice,,1,Field,
555,Galarian Darmanitan Zen Mode,Normal,Zen Charm Pokémon,1.7,120.0,2,Gorilla Tactics,,Zen Mode,540,105,160,55,30,55,135,,,,,,,1.0,1.0,2.0,1.0,0.5,0.25,2.0,1.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,0.5,5,2,Ice,Fire,0,,
556,Maractus,Normal,Cactus Pokémon,0.99,28.0,3,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60,255.0,70.0,161.0,Medium Fast,50.0,20.0,1.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,Grass,,1,Grass,
557,Dwebble,Normal,Rock Inn Pokémon,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55,190.0,70.0,65.0,Medium Fast,50.0,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5,2,Bug,Rock,2,Bug,Mineral
558,Crustle,Normal,Stone Home Pokémon,1.4,200.0,3,Sturdy,Shell Armor,Weak Armor,485,70,105,125,65,75,45,75.0,70.0,170.0,Medium Fast,50.0,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5,2,Bug,Rock,2,Bug,Mineral
559,Scraggy,Normal,Shedding Pokémon,0.61,11.8,3,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48,180.0,35.0,70.0,Medium Fast,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,5,2,Dark,Fighting,2,Dragon,Field
560,Scrafty,Normal,Hoodlum Pokémon,1.09,30.0,3,Shed Skin,Moxie,Intimidate,488,65,90,115,45,115,58,90.0,70.0,171.0,Medium Fast,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,5,2,Dark,Fighting,2,Dragon,Field
561,Sigilyph,Normal,Avianoid Pokémon,1.4,14.0,3,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,103,80,97,45.0,70.0,172.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5,2,Psychic,Flying,1,Flying,
562,Yamask,Normal,Spirit Pokémon,0.51,1.5,1,Mummy,,,303,38,30,85,55,65,30,190.0,70.0,61.0,Medium Fast,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,5,1,Ghost,,2,Amorphous,Mineral
562,Galarian Yamask,Normal,Spirit Pokémon,0.51,1.5,1,Wandering Spirit,,,303,38,55,85,30,65,30,,,,Medium Fast,,25.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,5,2,Ground,Ghost,2,Amorphous,Mineral
563,Cofagrigus,Normal,Coffin Pokémon,1.7,76.5,1,Mummy,,,483,58,50,145,95,105,30,90.0,70.0,169.0,Medium Fast,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,5,1,Ghost,,2,Amorphous,Mineral
564,Tirtouga,Normal,Prototurtle Pokémon,0.71,16.5,3,Solid Rock,Sturdy,Swift Swim,355,54,78,103,53,45,22,45.0,70.0,71.0,Medium Fast,87.5,30.0,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,Water,Rock,2,Water 1,Water 3
565,Carracosta,Normal,Prototurtle Pokémon,1.19,81.0,3,Solid Rock,Sturdy,Swift Swim,495,74,108,133,83,65,32,45.0,70.0,173.0,Medium Fast,87.5,30.0,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,Water,Rock,2,Water 1,Water 3
566,Archen,Normal,First Bird Pokémon,0.51,9.5,1,Defeatist,,,401,55,112,45,74,45,70,45.0,70.0,71.0,Medium Fast,87.5,30.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,5,2,Rock,Flying,2,Flying,Water 3
567,Archeops,Normal,First Bird Pokémon,1.4,32.0,1,Defeatist,,,567,75,140,65,112,65,110,45.0,70.0,177.0,Medium Fast,87.5,30.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,5,2,Rock,Flying,2,Flying,Water 3
568,Trubbish,Normal,Trash Bag Pokémon,0.61,31.0,3,Stench,Sticky Hold,Aftermath,329,50,50,62,40,62,65,190.0,70.0,66.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,5,1,Poison,,1,Mineral,
569,Garbodor,Normal,Trash Heap Pokémon,1.91,107.3,3,Stench,Weak Armor,Aftermath,474,80,95,82,60,82,75,60.0,70.0,166.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,5,1,Poison,,1,Mineral,
570,Zorua,Normal,Tricky Fox Pokémon,0.71,12.5,1,Illusion,,,330,40,65,40,80,40,65,75.0,70.0,66.0,Medium Slow,87.5,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,5,1,Dark,,1,Field,
571,Zoroark,Normal,Illusion Fox Pokémon,1.6,81.1,1,Illusion,,,510,60,105,60,120,60,105,45.0,70.0,179.0,Medium Slow,87.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,5,1,Dark,,1,Field,
572,Minccino,Normal,Chinchilla Pokémon,0.41,5.8,3,Cute Charm,Technician,Skill Link,300,55,50,40,40,40,75,255.0,70.0,60.0,Fast,25.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5,1,Normal,,1,Field,
573,Cinccino,Normal,Scarf Pokémon,0.51,7.5,3,Cute Charm,Technician,Skill Link,470,75,95,60,65,60,115,60.0,70.0,165.0,Fast,25.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5,1,Normal,,1,Field,
574,Gothita,Normal,Fixation Pokémon,0.41,5.8,3,Frisk,Competitive,Shadow Tag,290,45,30,50,55,65,45,200.0,70.0,58.0,Medium Slow,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5,1,Psychic,,1,Human-Like,
575,Gothorita,Normal,Manipulate Pokémon,0.71,18.0,3,Frisk,Competitive,Shadow Tag,390,60,45,70,75,85,55,100.0,70.0,137.0,Medium Slow,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5,1,Psychic,,1,Human-Like,
576,Gothitelle,Normal,Astral Body Pokémon,1.5,44.0,3,Frisk,Competitive,Shadow Tag,490,70,55,95,95,110,65,50.0,70.0,221.0,Medium Slow,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5,1,Psychic,,1,Human-Like,
577,Solosis,Normal,Cell Pokémon,0.3,1.0,3,Overcoat,Magic Guard,Regenerator,290,45,30,40,105,50,20,200.0,70.0,58.0,Medium Slow,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5,1,Psychic,,1,Amorphous,
578,Duosion,Normal,Mitosis Pokémon,0.61,8.0,3,Overcoat,Magic Guard,Regenerator,370,65,40,50,125,60,30,100.0,70.0,130.0,Medium Slow,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5,1,Psychic,,1,Amorphous,
579,Reuniclus,Normal,Multiplying Pokémon,0.99,20.1,3,Overcoat,Magic Guard,Regenerator,490,110,65,75,125,85,30,50.0,70.0,221.0,Medium Slow,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5,1,Psychic,,1,Amorphous,
580,Ducklett,Normal,Water Bird Pokémon,0.51,5.5,3,Keen Eye,Big Pecks,Hydration,305,62,44,50,44,50,55,190.0,70.0,61.0,Medium Fast,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,5,2,Water,Flying,2,Flying,Water 1
581,Swanna,Normal,White Bird Pokémon,1.3,24.2,3,Keen Eye,Big Pecks,Hydration,473,75,87,63,87,63,98,45.0,70.0,166.0,Medium Fast,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,5,2,Water,Flying,2,Flying,Water 1
582,Vanillite,Normal,Fresh Snow Pokémon,0.41,5.7,3,Ice Body,Snow Cloak,Weak Armor,305,36,50,50,65,60,44,255.0,70.0,61.0,Slow,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5,1,Ice,,1,Mineral,
583,Vanillish,Normal,Icy Snow Pokémon,1.09,41.0,3,Ice Body,Snow Cloak,Weak Armor,395,51,65,65,80,75,59,120.0,70.0,138.0,Slow,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5,1,Ice,,1,Mineral,
584,Vanilluxe,Normal,Snowstorm Pokémon,1.3,57.5,3,Ice Body,Snow Warning,Weak Armor,535,71,95,85,110,95,79,45.0,70.0,241.0,Slow,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5,1,Ice,,1,Mineral,
585,Deerling,Normal,Season Pokémon,0.61,19.5,3,Chlorophyll,Sap Sipper,Serene Grace,335,60,60,50,40,50,75,190.0,70.0,67.0,Medium Fast,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,5,2,Normal,Grass,1,Field,
586,Sawsbuck,Normal,Season Pokémon,1.91,92.5,3,Chlorophyll,Sap Sipper,Serene Grace,475,80,100,70,60,70,95,75.0,70.0,166.0,Medium Fast,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,5,2,Normal,Grass,1,Field,
587,Emolga,Normal,Sky Squirrel Pokémon,0.41,5.0,2,Static,,Motor Drive,428,55,75,60,75,60,103,200.0,70.0,150.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,5,2,Electric,Flying,1,Field,
588,Karrablast,Normal,Clamping Pokémon,0.51,5.9,3,Swarm,Shed Skin,No Guard,315,50,75,45,40,45,60,200.0,70.0,63.0,Medium Fast,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5,1,Bug,,1,Bug,
589,Escavalier,Normal,Cavalry Pokémon,0.99,33.0,3,Swarm,Shell Armor,Overcoat,495,70,135,105,60,105,20,75.0,70.0,173.0,Medium Fast,50.0,15.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,5,2,Bug,Steel,1,Bug,
590,Foongus,Normal,Mushroom Pokémon,0.2,1.0,2,Effect Spore,,Regenerator,294,69,55,45,55,55,15,190.0,70.0,59.0,Medium Fast,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,5,2,Grass,Poison,1,Grass,
591,Amoonguss,Normal,Mushroom Pokémon,0.61,10.5,2,Effect Spore,,Regenerator,464,114,85,70,85,80,30,75.0,70.0,162.0,Medium Fast,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,5,2,Grass,Poison,1,Grass,
592,Frillish,Normal,Floating Pokémon,1.19,33.0,3,Water Absorb,Cursed Body,Damp,335,55,40,50,65,85,40,190.0,70.0,67.0,Medium Fast,50.0,20.0,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,5,2,Water,Ghost,1,Amorphous,
593,Jellicent,Normal,Floating Pokémon,2.21,135.0,3,Water Absorb,Cursed Body,Damp,480,100,60,70,85,105,60,60.0,70.0,168.0,Medium Fast,50.0,20.0,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,5,2,Water,Ghost,1,Amorphous,
594,Alomomola,Normal,Caring Pokémon,1.19,31.6,3,Healer,Hydration,Regenerator,470,165,75,80,40,45,65,75.0,70.0,165.0,Fast,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,1,Water,,2,Water 1,Water 2
595,Joltik,Normal,Attaching Pokémon,0.1,0.6,3,Compound Eyes,Unnerve,Swarm,319,50,47,50,57,50,65,190.0,70.0,64.0,Medium Fast,50.0,20.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,5,2,Bug,Electric,1,Bug,
596,Galvantula,Normal,EleSpider Pokémon,0.79,14.3,3,Compound Eyes,Unnerve,Swarm,472,70,77,60,97,60,108,75.0,70.0,165.0,Medium Fast,50.0,20.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,5,2,Bug,Electric,1,Bug,
597,Ferroseed,Normal,Thorn Seed Pokémon,0.61,18.8,2,Iron Barbs,,Anticipation,305,44,50,91,24,86,10,255.0,70.0,61.0,Medium Fast,50.0,20.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,5,2,Grass,Steel,2,Grass,Mineral
598,Ferrothorn,Normal,Thorn Pod Pokémon,0.99,110.0,2,Iron Barbs,,Anticipation,489,74,94,131,54,116,20,90.0,70.0,171.0,Medium Fast,50.0,20.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,5,2,Grass,Steel,2,Grass,Mineral
599,Klink,Normal,Gear Pokémon,0.3,21.0,3,Plus,Minus,Clear Body,300,40,55,70,45,60,30,130.0,70.0,60.0,Medium Slow,,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,5,1,Steel,,1,Mineral,
600,Klang,Normal,Gear Pokémon,0.61,51.0,3,Plus,Minus,Clear Body,440,60,80,95,70,85,50,60.0,70.0,154.0,Medium Slow,,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,5,1,Steel,,1,Mineral,
601,Klinklang,Normal,Gear Pokémon,0.61,81.0,3,Plus,Minus,Clear Body,520,60,100,115,70,85,90,30.0,70.0,234.0,Medium Slow,,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,5,1,Steel,,1,Mineral,
602,Tynamo,Normal,EleFish Pokémon,0.2,0.3,1,Levitate,,,275,35,55,40,45,40,60,190.0,70.0,55.0,Slow,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,1,Electric,,1,Amorphous,
603,Eelektrik,Normal,EleFish Pokémon,1.19,22.0,1,Levitate,,,405,65,85,70,75,70,40,60.0,70.0,142.0,Slow,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,1,Electric,,1,Amorphous,
604,Eelektross,Normal,EleFish Pokémon,2.11,80.5,1,Levitate,,,515,85,115,80,105,80,50,30.0,70.0,232.0,Slow,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,1,Electric,,1,Amorphous,
605,Elgyem,Normal,Cerebral Pokémon,0.51,9.0,3,Telepathy,Synchronize,Analytic,335,55,55,55,85,55,30,255.0,70.0,67.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5,1,Psychic,,1,Human-Like,
606,Beheeyem,Normal,Cerebral Pokémon,0.99,34.5,3,Telepathy,Synchronize,Analytic,485,75,75,75,125,95,40,90.0,70.0,170.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5,1,Psychic,,1,Human-Like,
607,Litwick,Normal,Candle Pokémon,0.3,3.1,3,Flash Fire,Flame Body,Infiltrator,275,50,30,55,65,55,20,190.0,70.0,55.0,Medium Slow,50.0,20.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,5,2,Ghost,Fire,1,Amorphous,
608,Lampent,Normal,Lamp Pokémon,0.61,13.0,3,Flash Fire,Flame Body,Infiltrator,370,60,40,60,95,60,55,90.0,70.0,130.0,Medium Slow,50.0,20.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,5,2,Ghost,Fire,1,Amorphous,
